"List of plants for all fuels, United States, all sectors"
"https://www.eia.gov/electricity/data/browser/#/topic/1?agg=2,0,1&fuel=vvvvu&geo=vvvvvvvvvvvvo&sec=g&freq=M&start=200101&end=202505&ctype=linechart&ltype=pin&rtype=s&pin=&rse=0&maptype=0"
"Wed Jul 30 2025 19:20:26 GMT-0700 (Pacific Daylight Time)"
"Source: U.S. Energy Information Administration"
"Plant Name","Plant Code","State","Sector Name","Prime Movers","Fuel Types"
"Mid-Georgia Cogeneration Facility",55040,"GA","Electric utility cogen","CT,CA","NG,DFO"
"Mid-River PA, LLC (ABE4)",64101,"PA","Electric utility non-cogen","PV","SUN"
"Midcontinent Solar, LLC",66108,"MI","Electric utility non-cogen","PV","SUN"
"Middle Daisy",61681,"NM","Electric utility non-cogen","PV","SUN"
"Middle Falls Hydro",10219,"NY","Electric utility non-cogen","HY","WAT"
"Middle Fork",425,"CA","Electric utility","HY","WAT"
"Middle Fork Irrigation District",50917,"OR","Electric utility non-cogen","HY","WAT"
"Middle Gorge",401,"CA","Electric utility","HY","WAT"
"Middlebury College",57804,"VT","Commercial cogen","ST","NG,WDS"
"Middlebury Solar",60047,"IN","Electric utility non-cogen","PV","SUN"
"Middlesex 2",3740,"VT","Electric utility","HY","WAT"
"Middlesex Apple Orchard Solar",58090,"NJ","Commercial non-cogen","PV","SUN"
"Middlesex County Utilities Authority",56119,"NJ","Electric utility cogen","CT,CA","LFG"
"Middlesex Vo Tech Solar 1 LLC",67368,"NJ","Electric utility non-cogen","PV","SUN"
"Middleton Airport Solar",62731,"WI","Electric utility","PV","SUN"
"Middleton Biogas Solar, LLC",66048,"WI","Electric utility non-cogen","PV","SUN"
"Middleton Solar Park",63214,"MA","Electric utility non-cogen","PV","SUN"
"Middletown",562,"CT","Electric utility non-cogen","GT,ST","NG,DFO,RFO"
"Middletown Coke Company, LLC",57822,"OH","Electric utility cogen","ST","OG,NG"
"Middletown Energy Center",59326,"OH","Electric utility non-cogen","CT,CA","NG"
"Middletown NY 1",63857,"NY","Electric utility non-cogen","PV","SUN"
"Middletown Solar 1, LLC Hybrid CSG",63415,"NY","Electric utility non-cogen","PV","SUN"
"Midland Cogeneration Venture",10745,"MI","Electric utility cogen","CT,CA","NG"
"Midland Wind",63003,"IL","Electric utility non-cogen","WT","WND"
"Midlands",63839,"SC","Electric utility non-cogen","PV","SUN"
"Midlothian Energy Facility",55091,"TX","Electric utility non-cogen","CS","NG"
"Midulla Generating Station",7380,"FL","Electric utility","GT,CT,CA","NG"
"Midway Green Solar",65389,"SC","Electric utility non-cogen","PV","SUN"
"Midway Solar - TX",61368,"TX","Electric utility non-cogen","PV","SUN"
"Midway Solar Farm 1",60336,"CA","Electric utility non-cogen","PV","SUN"
"Midway Solar Farm II",60237,"CA","Electric utility non-cogen","PV","SUN"
"Midway Solar Farm III",60315,"CA","Electric utility non-cogen","PV","SUN"
"Midway Wind, LLC",61776,"TX","Electric utility non-cogen","WT","WND"
"Midwest Energy Community Solar Array",59632,"KS","Electric utility","PV","SUN"
"Miki Basin",7264,"HI","Electric utility","IC","DFO"
"Milam Gas Recovery",50566,"IL","Electric utility non-cogen","IC","NG"
"Milan",58818,"PA","Electric utility non-cogen","IC","NG"
"Mile 28 Water Power Project",54812,"ID","Electric utility non-cogen","HY","WAT"
"Mile Farm",58336,"NC","Electric utility non-cogen","PV","SUN"
"Miles City GT",2177,"MT","Electric utility","GT","NG"
"Milford",1164,"IA","Electric utility","IC","DFO"
"Milford 2",59958,"UT","Electric utility non-cogen","PV","SUN"
"Milford Flat Solar Plant",58601,"UT","Electric utility non-cogen","PV","SUN"
"Milford Hydro Station",1475,"ME","Electric utility non-cogen","HY","WAT"
"Milford Power LP",54805,"MA","Electric utility non-cogen","CT,CA","NG"
"Milford Power Project",55126,"CT","Electric utility non-cogen","CS","NG"
"Milford Solar 1",62812,"UT","Electric utility non-cogen","PV","SUN"
"Milford Solar Farm",58228,"DE","Electric utility non-cogen","PV","SUN"
"Milford Solar Farm (NJ) LLC",62637,"NJ","Electric utility non-cogen","PV","SUN"
"Milford Wind Corridor I LLC",57079,"UT","Electric utility non-cogen","WT","WND"
"Milford Wind Corridor Stage II LLC",57107,"UT","Electric utility non-cogen","WT","WND"
"MilfordSolar OR",64008,"OR","Electric utility non-cogen","PV","SUN"
"Milhurst Solar",62904,"NJ","Electric utility non-cogen","PV","SUN"
"Mililani South Solar Farm",57242,"HI","Electric utility non-cogen","BA,PV","MWH,SUN"
"Mill C",6486,"NY","Electric utility","HY","WAT"
"Mill Creek (KY)",1364,"KY","Electric utility","ST","NG,BIT"
"Mill Creek (SC)",7981,"SC","Electric utility","GT","NG,DFO"
"Mill Creek 3",7147,"CA","Electric utility","HY","WAT"
"Mill Creek Solar",57728,"NJ","Electric utility","PV","SUN"
"Mill Creek Solar (OR)",61338,"OR","Electric utility non-cogen","PV","SUN"
"Mill Pond Hydro",65399,"NY","Electric utility non-cogen","HY","WAT"
"Mill Pond Solar Farm, LLC",61196,"NC","Electric utility non-cogen","PV","SUN"
"Mill Pond Solar, LLC",62328,"NC","Electric utility non-cogen","PV","SUN"
"Mill Run Windpower LLC",55805,"PA","Electric utility non-cogen","WT","WND"
"Mill Seat Renewable Energy Facility",61012,"NY","Electric utility non-cogen","IC","LFG"
"Millbrook School",59789,"NY","Electric utility non-cogen","PV","SUN"
"Millbury MA #1092",68435,"MA","Electric utility non-cogen","PV","SUN"
"Millbury Solar",58280,"MA","Electric utility non-cogen","PV","SUN"
"Millcreek Power Generation",56253,"UT","Electric utility","GT","NG"
"Millennium Power",55079,"MA","Electric utility non-cogen","CT,CA","NG"
"Millers Chapel Solar",66719,"NC","Electric utility non-cogen","PV","SUN"
"Millers Ferry",38,"AL","Electric utility","HY","WAT"
"Millersport GM 1",65309,"NY","Electric utility non-cogen","PV","SUN"
"Millersville LFG",58246,"MD","Electric utility non-cogen","IC","LFG"
"Millican Solar Energy LLC",63050,"OR","Electric utility non-cogen","PV","SUN"
"Milligan 1 Wind Farm",64377,"NE","Electric utility non-cogen","WT","WND"
"Millikan Farm",59576,"NC","Electric utility non-cogen","PV","SUN"
"Millington Solar Farm",60560,"TN","Electric utility non-cogen","PV","SUN"
"Millis MA 1",68437,"MA","Electric utility non-cogen","PV","SUN"
"Mills Anson Farm",61093,"NC","Electric utility non-cogen","PV","SUN"
"Millstone",566,"CT","Electric utility non-cogen","ST","NUC"
"Millville City Sewer Auth WTP",58822,"NJ","Commercial non-cogen","PV","SUN"
"Millville Hydro Station",6546,"WV","Electric utility non-cogen","HY","WAT"
"Milner Butte LFGE",63755,"ID","Commercial non-cogen","IC","LFG"
"Milner Dam Wind Park LLC",56437,"ID","Electric utility non-cogen","WT","WND"
"Milner Hydro",7190,"ID","Electric utility","HY","WAT"
"Milo CSG",66086,"ME","Electric utility non-cogen","PV","SUN"
"Milo PV - BD Solar 1 LLC",63894,"ME","Electric utility non-cogen","PV","SUN"
"Milo Solar",58739,"NC","Electric utility non-cogen","PV","SUN"
"Milo Wind Project LLC",59838,"NM","Electric utility non-cogen","WT","WND"
"Milton",3717,"VT","Electric utility","HY","WAT"
"Milton Hydro",10519,"NH","Electric utility non-cogen","HY","WAT"
"Milton R Young",2823,"ND","Electric utility","ST","DFO,LIG"
"Minco II Energy Storage",68802,"OK","Electric utility non-cogen","BA","MWH"
"Minco Wind I, LLC",57590,"OK","Electric utility non-cogen","WT","WND"
"Minco Wind II, LLC",57956,"OK","Electric utility non-cogen","WT","WND"
"Minco Wind III, LLC",58203,"OK","Electric utility non-cogen","WT","WND"
"Minco Wind IV, LLC",61836,"OK","Electric utility non-cogen","WT","WND"
"Minden Wind Park",57852,"MI","Electric utility","WT","WND"
"Mine Falls Generating Station",10183,"NH","Electric utility non-cogen","HY","WAT"
"Mineral Gap",67463,"VA","Electric utility non-cogen","PV","SUN"
"Minetto",2586,"NY","Electric utility non-cogen","HY","WAT"
"Minidoka",6398,"ID","Electric utility","HY","WAT"
"Minisink CSG",64577,"NY","Electric utility non-cogen","PV","SUN"
"Minisink Community Solar 2 LLC",62146,"NY","Electric utility non-cogen","PV","SUN"
"Minisink Solar 1 LLC",62145,"NY","Electric utility non-cogen","PV","SUN"
"Mink Creek Hydro",10325,"ID","Electric utility non-cogen","HY","WAT"
"Minke Solar",63465,"OR","Electric utility non-cogen","PV","SUN"
"MinnDakota Wind LLC",56459,"MN","Electric utility non-cogen","WT","WND"
"Minneapolis City of",1307,"KS","Electric utility","IC","NG,DFO"
"Minnesota Breeze LLC",56587,"MN","Electric utility non-cogen","WT","WND"
"Minnesota River",7844,"MN","Electric utility","GT","NG"
"Minnie Solar",58740,"NC","Electric utility non-cogen","PV","SUN"
"Minonk Wind Farm",57284,"IL","Electric utility non-cogen","WT","WND"
"Minot Wind Project",55995,"ND","Electric utility","WT","WND"
"Minster 3",67244,"OH","Electric utility non-cogen","PV","SUN"
"Mint Farm Generating Station",55700,"WA","Electric utility","CT,CA","NG"
"Minuteman Energy Storage",62644,"MA","Electric utility non-cogen","BA","MWH"
"Minwind",56002,"MN","Electric utility non-cogen","WT","WND"
"Mio",1714,"MI","Electric utility","HY","WAT"
"Mira Loma",58698,"CA","Commercial non-cogen","PV","SUN"
"Mira Loma Peaker",56473,"CA","Electric utility","GT","NG"
"Miramar Energy Facility",56232,"CA","Electric utility","GT","NG"
"Misae Solar",62249,"TX","Electric utility non-cogen","PV","SUN"
"Misenheimer Farm",59577,"NC","Electric utility non-cogen","PV","SUN"
"Misenheimer Solar LLC",66237,"NC","Electric utility non-cogen","PV","SUN"
"Missile Street (CSG)",67398,"ME","Electric utility non-cogen","PV","SUN"
"Mission",2746,"NC","Electric utility non-cogen","HY","WAT"
"Mission Solar LLC",59267,"CA","Electric utility non-cogen","PV","SUN"
"Missouri River Wastewater Treatment",55033,"NE","Commercial cogen","IC","OBG,NG"
"Mitchell (WV)",3948,"WV","Electric utility","ST","DFO,BIT"
"Mitchell Creek",65911,"FL","Electric utility","PV","SUN"
"Mitchell Dam",17,"AL","Electric utility","HY","WAT"
"Mitchell Solar, LLC",59411,"CA","Electric utility non-cogen","PV","SUN"
"Moapa Southern Paiute",57859,"NV","Electric utility non-cogen","PV","SUN"
"Moberly",6651,"MO","Electric utility","GT","DFO"
"Mobile",6229,"NE","Electric utility","IC","DFO"
"Moccasin",381,"CA","Electric utility","HY","WAT"
"Moccasin Low Head Hydro Project",751,"CA","Electric utility","HY","WAT"
"Mockingbird Solar Center",64347,"TX","Electric utility non-cogen","PV","SUN"
"Mocksville Farm",58313,"NC","Electric utility non-cogen","PV","SUN"
"Mocksville Solar",59570,"NC","Electric utility","PV","SUN"
"Model City Energy Facility",55757,"NY","Electric utility non-cogen","IC","LFG"
"Modern Innovative Energy LLC",56323,"NY","Electric utility non-cogen","IC","LFG"
"Modlin Solar Farm",60417,"NC","Electric utility non-cogen","PV","SUN"
"Moffett Solar Project",60658,"SC","Electric utility non-cogen","PV","SUN"
"Mohave County Wind Farm",63114,"AZ","Electric utility non-cogen","WT","WND"
"Mohave Electric Cooperative at Joy Lane",63554,"AZ","Electric utility non-cogen","PV","SUN"
"Mohave Electric at Fort Mohave",59819,"AZ","Electric utility non-cogen","PV","SUN"
"Mohave Energy - Hybrid",67178,"AZ","Electric utility","PV","SUN"
"Mohawk View Solar",66206,"NY","Electric utility non-cogen","PV","SUN"
"Mohea Solar Energy Center, LLC",63463,"SC","Electric utility non-cogen","PV","SUN"
"Mohonasen Central School District",63511,"NY","Electric utility non-cogen","PV","SUN"
"Mojave 16/17/18",50821,"CA","Electric utility non-cogen","WT","WND"
"Mojave 16/17/18 BESS",67093,"CA","Electric utility non-cogen","BA","MWH"
"Mojave 3/4/5",52142,"CA","Electric utility non-cogen","WT","WND"
"Mojave Siphon",7072,"CA","Electric utility","HY","WAT"
"Mojave Solar Project",57331,"CA","Electric utility non-cogen","ST","SUN"
"Moline",899,"IL","Electric utility","GT,HY","NG,WAT"
"Molson Coors Shenandoah Brewery",58057,"VA","Industrial non-cogen","GT","OBG"
"Mompano",67980,"OR","Electric utility non-cogen","PV","SUN"
"Mon Valley Works",50732,"PA","Industrial cogen","ST","OG,BFG"
"Monarch",65872,"FL","Electric utility","PV","SUN"
"Moncure Farm LLC",59123,"NC","Electric utility non-cogen","PV","SUN"
"Mondelez Global LLC",54933,"IL","Industrial cogen","GT","NG"
"Monee Solar 1, LLC",67107,"IL","Electric utility non-cogen","PV","SUN"
"Mongaup Falls",2630,"NY","Electric utility non-cogen","HY","WAT"
"Monmouth",65534,"ME","Electric utility non-cogen","PV","SUN"
"Monroe (MI)",1733,"MI","Electric utility","IC,ST","DFO,PC,SUB,BIT"
"Monroe (NE)",2273,"NE","Electric utility","HY","WAT"
"Monroe 009452 SCS Cozad, LLC",65416,"NE","Electric utility non-cogen","PV","SUN"
"Monroe County Sites A & B",61509,"NY","Electric utility non-cogen","PV","SUN"
"Monroe County Sites C, D, & E",61510,"NY","Electric utility non-cogen","PV","SUN"
"Monroe Generating Station",57505,"NC","Electric utility","GT","NG"
"Monroe Middle School",56343,"NC","Electric utility","IC","DFO"
"Monroe Moore Farm",59578,"NC","Electric utility non-cogen","PV","SUN"
"Monroe Solar",66997,"VA","Electric utility non-cogen","PV","SUN"
"Monroe Solar Facility",60383,"NC","Electric utility","PV","SUN"
"Monroe Solar Farm, LLC",63451,"NJ","Electric utility non-cogen","PV","SUN"
"Monroe Street",9095,"WA","Electric utility","HY","WAT"
"Monroeville RTO BTM",66434,"OH","Electric utility","IC","DFO"
"Monroeville Solar",63181,"OH","Electric utility non-cogen","PV","SUN"
"Monson Solar",59464,"MA","Electric utility non-cogen","PV","SUN"
"Monson Solar, LLC",62203,"MA","Electric utility non-cogen","PV","SUN"
"Mont Belvieu Cogeneration Unit",57322,"TX","Industrial cogen","GT","NG"
"MontSun Community Solar",61586,"MN","Electric utility non-cogen","PV","SUN"
"Montague Road Solar",64042,"MA","Electric utility non-cogen","PV","SUN"
"Montague Site 36-Grosolar",62092,"MA","Electric utility","PV","SUN"
"Montague Solar",63441,"OR","Electric utility non-cogen","PV","SUN"
"Montague Wind Power Facility LLC",58099,"OR","Electric utility non-cogen","WT","WND"
"Montana Power Station",58562,"TX","Electric utility","GT","NG,DFO"
"Montana Solar Facility",60300,"TX","Electric utility","PV","SUN"
"Montclair State University Cogen",63501,"NJ","Commercial cogen","GT","NG,DFO"
"Monte Vista Solar 2 CSG, LLC",64024,"CO","Electric utility non-cogen","PV","SUN"
"Montefieor Medical Center Moses Division",58507,"NY","Commercial cogen","IC,GT","NG,DFO"
"Montefiore - Westchester Square",61025,"NY","Commercial non-cogen","IC","DFO"
"Montefiore Mount Vernon Hospital",62589,"NY","Commercial non-cogen","IC","DFO"
"Monterey Diesel Generation Facility",59614,"VA","Electric utility","IC","DFO"
"Monterey One Water",54951,"CA","Commercial cogen","IC","OBG,NG"
"Monterey Regional Water Pollution Contro",58633,"CA","Electric utility non-cogen","PV","SUN"
"Montevideo Solar LLC, CSG",61870,"MN","Electric utility non-cogen","PV","SUN"
"Montezuma",1165,"IA","Electric utility","IC","NG,DFO"
"Montezuma Wind II",57701,"CA","Electric utility non-cogen","WT","WND"
"Montfort Wind Energy Center",55742,"WI","Electric utility","WT","WND"
"Montgomery County",60925,"TX","Electric utility","CT,CA","NG"
"Montgomery County Community Solar Center",65726,"MO","Electric utility","PV","SUN"
"Montgomery County Correctional Facility",60820,"MD","Electric utility non-cogen","PV","SUN"
"Montgomery County Resource Recovery",50657,"MD","Electric utility non-cogen","ST","MSB,NG,MSN"
"Montgomery County Solar",61608,"MD","Electric utility non-cogen","PV","SUN"
"Montgomery Creek Hydro",55009,"CA","Electric utility non-cogen","HY","WAT"
"Montgomery Ranch Wind Farm, LLC",67095,"TX","Electric utility non-cogen","WT","WND"
"Montgomery Solar LLC",58649,"NC","Electric utility non-cogen","PV","SUN"
"Montgomery Winsted CSG",61456,"MN","Electric utility non-cogen","PV","SUN"
"Monticello Dam",7646,"CA","Electric utility","HY","WAT"
"Monticello Nuclear Facility",1922,"MN","Electric utility","ST","NUC"
"Monticello Project CSG",62105,"MN","Electric utility non-cogen","PV","SUN"
"Montpelier",7791,"OH","Electric utility","IC","DFO"
"Montpelier Electric Generating Station",55229,"IN","Electric utility non-cogen","GT","NG"
"Montrose Solar",60529,"MN","Electric utility non-cogen","PV","SUN"
"Montross Solar",64093,"VA","Electric utility","PV","SUN"
"Montville Station",546,"CT","Electric utility non-cogen","IC,ST","NG,DFO,RFO"
"Monument",2851,"OH","Electric utility non-cogen","IC","DFO"
"Monument Valley",67577,"MA","Electric utility non-cogen","PV","SUN"
"Moody Air Force Base Solar",62377,"GA","Electric utility","PV","SUN"
"Moonlight Packing - Phase 2",63514,"CA","Electric utility non-cogen","PV","SUN"
"Moonshot",66544,"MS","Electric utility non-cogen","PV","SUN"
"Moore Road Community Solar",64091,"NY","Electric utility non-cogen","PV","SUN"
"Moore Solar",64193,"NC","Electric utility non-cogen","PV","SUN"
"Moore Solar Farm",58337,"NC","Electric utility non-cogen","PV","SUN"
"Mooreland",3008,"OK","Electric utility","ST","NG"
"Moorhead Wind Turbine",7855,"MN","Electric utility","WT","WND"
"Moorings Farm",58338,"NC","Electric utility non-cogen","PV","SUN"
"Moorings Farm 2, LLC",61405,"NC","Electric utility non-cogen","PV","SUN"
"Moose Lake",1996,"MN","Electric utility","IC","NG,DFO"
"Moose River",10196,"NY","Electric utility non-cogen","HY","WAT"
"Mooseheart School Solar",63073,"IL","Electric utility non-cogen","PV","SUN"
"Mora",1997,"MN","Electric utility","IC","NG,DFO"
"Mora Drop Hydroelectric Project",56498,"ID","Electric utility non-cogen","HY","WAT"
"Moraine CSG",64789,"IL","Electric utility non-cogen","PV","SUN"
"Moraine II Wind LLC",56794,"MN","Electric utility non-cogen","WT","WND"
"Moraine Sands Wind Power",66093,"IL","Electric utility non-cogen","WT","WND"
"Moraine Wind LLC",56174,"MN","Electric utility non-cogen","WT","WND"
"Moreau",6652,"MO","Electric utility","GT","DFO"
"Morehead Generating Facility",62641,"KY","Electric utility non-cogen","IC","LFG"
"Morelos del Sol",60007,"CA","Electric utility non-cogen","PV","SUN"
"Morey Road",67199,"MI","Electric utility non-cogen","PV","SUN"
"Morgan Community Solar",60942,"MN","Electric utility non-cogen","PV","SUN"
"Morgan Creek",3492,"TX","Electric utility non-cogen","GT","NG,DFO"
"Morgan Energy Center",55293,"AL","Electric utility non-cogen","CT,CA","NG"
"Morgan Falls",717,"GA","Electric utility","HY","WAT"
"Morgan Farm, LLC",60133,"NC","Electric utility non-cogen","PV","SUN"
"Morgan Lancaster 1",59942,"CA","Electric utility non-cogen","PV","SUN"
"Morgan Solar 1 CSG",64741,"IL","Electric utility non-cogen","PV","SUN"
"Morgan Solar 1b CSG",64742,"IL","Electric utility non-cogen","PV","SUN"
"Morgan Solar 2, LLC CSG",64159,"IL","Electric utility non-cogen","PV","SUN"
"Morgan Solar 4, LLC CSG",64100,"IL","Electric utility non-cogen","PV","SUN"
"Morgan Solar Center",61855,"OR","Electric utility non-cogen","PV","SUN"
"Morgan's Corner",60422,"NC","Electric utility","PV","SUN"
"Morgantown",60388,"PA","Electric utility non-cogen","IC","LFG"
"Morgantown Generating Plant",1573,"MD","Electric utility non-cogen","GT","DFO"
"Morgantown Solar Park",57362,"PA","Electric utility non-cogen","PV","SUN"
"Morin Solar 2013 LLC",60612,"MA","Electric utility non-cogen","PV","SUN"
"Mormon Flat",148,"AZ","Electric utility","HY,PS","WAT"
"Morning Light Wind Farm",57875,"IA","Electric utility","WT","WND"
"Morning View",61881,"NC","Electric utility non-cogen","PV","SUN"
"Morony",2191,"MT","Electric utility","HY","WAT"
"Morris Cogeneration LLC",55216,"IL","Electric utility cogen","CT,CA","NG"
"Morris Ridge Solar",68274,"NY","Electric utility non-cogen","PV","SUN"
"Morrisville",3764,"VT","Electric utility","HY","WAT"
"Morrow Point",514,"CO","Electric utility","HY","WAT"
"Morton Salt Rittman",54335,"OH","Industrial cogen","ST","NG"
"Mosaic Co Bartow Facility",50633,"FL","Industrial cogen","ST","WH"
